400,100,414,990408
400,100,522,1946712
400,100,453,955884
400,100,522,1192644
400,100,484,1563037
400,100,488,953937
400,100,520,946757
400,100,460,1555994
400,100,522,959518
400,100,499,1570844
400,100,478,1818528
400,100,463,963087
400,100,502,948653
400,100,436,1433297
400,100,504,940260
400,100,490,971891
400,100,521,957418
400,100,525,957494
400,100,458,957829
400,100,454,950810
400,200,720,1949163
400,200,649,1954207
400,200,581,1989929
400,200,583,1956790
400,200,829,1978479
400,200,618,1953327
400,200,786,2210673
400,200,670,1970101
400,200,666,1964423
400,200,791,1970009
400,200,719,2620183
400,200,701,2189075
400,200,652,2443928
400,200,699,2987012
400,200,688,3284658
400,200,742,1940361
400,200,699,2312467
400,200,765,2306790
400,200,760,1963723
400,200,696,2537301
400,400,1046,4320500
400,400,1016,5458789
400,400,909,4401897
400,400,1120,4158654
400,400,1090,4025790
400,400,973,4146108
400,400,911,4300749
400,400,1037,4027772
400,400,1070,4186055
400,400,908,3933563
400,400,1035,3958647
400,400,1095,3963024
400,400,1013,4000291
400,400,1100,4060928
400,400,965,3988756
400,400,939,3934608
400,400,1178,4042355
400,400,986,4031130
400,400,1112,4008253
400,400,909,3951282
400,800,1457,8201441
400,800,1530,8022519
400,800,1375,8006522
400,800,1286,7982933
400,800,1349,8001874
400,800,1406,10746298
400,800,1325,8584508
400,800,1363,8033744
400,800,1300,8002776
400,800,1291,8007757
400,800,1281,8033541
400,800,1348,9362015
400,800,1319,9080721
400,800,1401,8452695
400,800,1445,8422615
400,800,1405,9089902
400,800,1425,9429686
400,800,1469,8246293
400,800,1288,9078208
400,800,1478,8060154
400,1600,2019,16759833
400,1600,1941,20228856
400,1600,2020,16990412
400,1600,2079,18356549
400,1600,1987,17791150
400,1600,1929,18308197
400,1600,1936,18163262
400,1600,1875,17917801
400,1600,2041,19614704
400,1600,2004,17015320
400,1600,1945,19822667
400,1600,2039,16752150
400,1600,2024,17456169
400,1600,1819,16865719
400,1600,1856,17773576
400,1600,1866,17991550
400,1600,1782,20024916
400,1600,1985,17766433
400,1600,1933,17455506
400,1600,1940,16662575
400,3200,2805,34920132
400,3200,2638,33502932
400,3200,2653,35135551
400,3200,2881,33577858
400,3200,2916,34210780
400,3200,2821,34031474
400,3200,2931,36372837
400,3200,2842,34892132
400,3200,2669,36811553
400,3200,2554,36378328
400,3200,2716,34350710
400,3200,2611,38225218
400,3200,2510,34439760
400,3200,2635,36489343
400,3200,2900,36831412
400,3200,2763,37461381
400,3200,2797,33026360
400,3200,3099,35648988
400,3200,2755,35954313
400,3200,2670,36181229
400,6400,3970,66508151
400,6400,4002,68009700
400,6400,3950,69965051
400,6400,3801,70853675
400,6400,3785,68863993
400,6400,3753,71041861
400,6400,4033,68756267
400,6400,3865,70716968
400,6400,3748,70777388
400,6400,4035,69165113
400,6400,3751,68318136
400,6400,3785,68977140
400,6400,3964,68745583
400,6400,3868,70385487
400,6400,3983,69226318
400,6400,3791,70545077
400,6400,3758,72384210
400,6400,3712,70448117
400,6400,3921,71042207
400,6400,3951,67925443
400,12800,5471,135221086
400,12800,5134,133643059
400,12800,5631,133886111
400,12800,5597,135594958
400,12800,5063,143881259
400,12800,5562,133195525
400,12800,5547,134021623
400,12800,5490,133492834
400,12800,5541,142910022
400,12800,5269,133373064
400,12800,5532,134549601
400,12800,5660,134415998
400,12800,5440,133992795
400,12800,5475,133237002
400,12800,5406,131702153
400,12800,5522,133850399
400,12800,5304,135350350
400,12800,5247,135903479
400,12800,5310,135518156
400,12800,5518,136744737
400,25600,5878,263189506
400,25600,6125,265792241
400,25600,6090,263651249
400,25600,5883,263271597
400,25600,6224,261599661
400,25600,6185,267206652
400,25600,5979,264862355
400,25600,6066,264858681
400,25600,6125,275557312
400,25600,6114,263984614
400,25600,5902,264677388
400,25600,6105,265074911
400,25600,6117,263125953
400,25600,5917,264856662
400,25600,5990,264791506
400,25600,6032,277237976
400,25600,5956,264764981
400,25600,6328,264750532
400,25600,5657,265866151
400,25600,6031,263007732
400,51200,6252,526753134
400,51200,6112,527840382
400,51200,6176,528725643
400,51200,6133,526378772
400,51200,6168,526575786
400,51200,5749,523408013
400,51200,6010,527909971
400,51200,6125,526796436
400,51200,6117,526294564
400,51200,6087,527996234
400,51200,6149,526075581
400,51200,5930,524177711
400,51200,6036,525941622
400,51200,6210,521417654
400,51200,6271,524798972
400,51200,6029,527900559
400,51200,6310,523500978
400,51200,6194,529221493
400,51200,6106,534487605
400,51200,6420,525168650
400,102400,6142,1046782411
400,102400,6010,1054141720
400,102400,5869,1041305897
400,102400,5989,1041855766
400,102400,6084,1038593237
400,102400,5997,1048935246
400,102400,6056,1046337639
400,102400,6224,1048347335
400,102400,6124,1043195428
400,102400,6065,1044921255
400,102400,6121,1045826168
400,102400,6119,1046067439
400,102400,5831,1038455774
400,102400,6046,1042504697
400,102400,5885,1052575949
400,102400,6177,1040332880
400,102400,5977,1050935415
400,102400,5976,1041015501
400,102400,5841,1043095295
400,102400,6256,1045517448
400,204800,5914,2111715438
400,204800,6087,2099833776
400,204800,6119,2091627469
400,204800,6053,2097185180
400,204800,6369,2091638339
400,204800,5889,2096794042
400,204800,6301,2093912280
400,204800,6119,2101196021
400,204800,6045,2098148358
400,204800,6456,2098258102
400,204800,5777,2093667832
400,204800,5791,2100759545
400,204800,6003,2095568332
400,204800,6112,2094948908
400,204800,6040,2120880576
400,204800,6270,2133138532
400,204800,5942,2141949344
400,204800,6262,3549827059
400,204800,6215,3913407473
400,204800,5972,2964874706
400,409600,5986,6328508153
400,409600,6182,5250806575
400,409600,5994,4190913267
400,409600,6151,4211447320
400,409600,5865,4187852085
400,409600,6040,4189551722
400,409600,6248,4201949402
400,409600,5938,4178660151
400,409600,6046,4178167069
400,409600,6106,4187494748
400,409600,5905,4199283937
400,409600,6051,4186842579
400,409600,6123,4184530061
400,409600,6204,4177562430
400,409600,5767,4184347303
400,409600,5860,4193167400
400,409600,5974,4178409850
400,409600,5906,4180326300
400,409600,6034,4201920819
400,409600,6186,4188242512
400,819200,5976,9541682289
400,819200,6275,8652134374
400,819200,5779,8721064386
400,819200,6110,8854820626
400,819200,6099,8840763093
400,819200,6008,8915379241
400,819200,5868,9039944032
400,819200,5955,9011178163
400,819200,6133,9199245219
400,819200,6089,9935190479
400,819200,6007,9813644904
400,819200,6104,11949395144
400,819200,6149,12783671500
400,819200,6123,10118793077
400,819200,5809,8883210395
400,819200,6007,9222243509
400,819200,6030,9062541874
400,819200,5953,8464039554
400,819200,6159,8482268096
400,819200,5993,8454543323
400,1638400,6035,17028649504
400,1638400,6039,17216860973
400,1638400,6028,16997611007
400,1638400,6092,17006673765
400,1638400,6189,23434785393
400,1638400,5812,19664866697
400,1638400,6087,20903217211
400,1638400,6038,19708969263
400,1638400,6063,20239772969
400,1638400,5987,17814211826
400,1638400,6165,18315254861
400,1638400,5968,20233534650
400,1638400,6108,20825107711
400,1638400,6084,19083769245
400,1638400,6006,19975496930
400,1638400,5923,19291877001
400,1638400,6090,17820212800
400,1638400,6301,18835051396
400,1638400,5793,17867079736
400,1638400,5807,17621101414
400,3276800,6357,61812847624
400,3276800,5967,37225835920
400,3276800,6161,35274783701
400,3276800,6030,33725638094
400,3276800,6215,33540721593
400,3276800,6096,33393946554
400,3276800,6125,33460443628
400,3276800,5874,33507125747
400,3276800,6069,33884192324
400,3276800,6483,33302631002
400,3276800,6170,33191476509
400,3276800,6265,33524598465
400,3276800,6238,35563298470
400,3276800,5866,34195564248
400,3276800,6063,33267179921
400,3276800,6204,33361497904
400,3276800,6179,33306261014
400,3276800,5935,33271248048
400,3276800,5991,33375056428
400,3276800,6261,33362019271
