3200,100,6309,10010662
3200,100,6181,10121668
3200,100,5841,10247738
3200,100,6059,10121403
3200,100,5689,10340842
3200,100,5571,10419920
3200,100,6234,10233552
3200,100,5774,8719474
3200,100,6263,8655749
3200,100,5906,8718936
3200,100,6488,10123191
3200,100,5822,9027196
3200,100,5339,10166847
3200,100,6357,8714752
3200,100,5880,10165241
3200,100,6216,8597813
3200,100,5859,10205007
3200,100,6274,10229131
3200,100,6161,8582126
3200,100,6030,8768236
6400,100,7359,19404453
6400,100,7768,19400918
6400,100,7935,19762024
6400,100,7508,18609010
6400,100,7555,17983594
6400,100,7180,18939276
6400,100,8041,20194701
6400,100,7864,17120509
6400,100,7439,18969939
6400,100,7838,16945972
6400,100,7426,17900051
6400,100,7587,18653908
6400,100,7937,19939620
6400,100,7698,19956604
6400,100,7954,17160733
6400,100,8224,17098193
6400,100,7411,18672815
6400,100,7861,17127951
6400,100,8142,17059220
6400,100,7517,17549182
12800,100,8680,35644198
12800,100,8822,35832523
12800,100,8886,35923899
12800,100,8829,37401504
12800,100,8674,36617394
12800,100,8684,36106499
12800,100,8727,38350027
12800,100,8814,36079790
12800,100,8941,37442366
12800,100,8776,36665669
12800,100,8745,35743673
12800,100,8853,38701950
12800,100,8891,35667423
12800,100,8973,37943394
12800,100,8831,37445361
12800,100,8837,35872518
12800,100,8789,35295310
12800,100,9003,36155482
12800,100,8899,37232317
12800,100,9012,35891372
25600,100,9480,71128736
25600,100,9420,71872069
25600,100,9413,71252863
25600,100,9490,70541293
25600,100,9469,70122114
25600,100,9489,72991151
25600,100,9453,71532132
25600,100,9472,69554423
25600,100,9398,71093668
25600,100,9495,70604818
25600,100,9552,70123030
25600,100,9567,70879907
25600,100,9368,77060983
25600,100,9530,69976756
25600,100,9465,70465675
25600,100,9429,70646806
25600,100,9374,70540487
25600,100,9377,70403400
25600,100,9389,70341907
25600,100,9401,71440151
51200,100,9752,136776523
51200,100,9797,136911906
51200,100,9768,144886892
51200,100,9765,136655342
51200,100,9809,138380473
51200,100,9777,135864052
51200,100,9758,137213277
51200,100,9754,140322054
51200,100,9720,137067814
51200,100,9739,137921836
51200,100,9786,139758471
51200,100,9770,137264890
51200,100,9783,140232135
51200,100,9767,139797969
51200,100,9729,137328160
51200,100,9748,135919352
51200,100,9763,139297773
51200,100,9737,136350693
51200,100,9747,137471817
51200,100,9734,139942270
102400,100,9901,272986212
102400,100,9904,287411826
102400,100,9920,275868842
102400,100,9913,270966945
102400,100,9890,272021811
102400,100,9897,272646728
102400,100,9924,270718607
102400,100,9900,272811988
102400,100,9921,271776565
102400,100,9897,272156907
102400,100,9884,272208810
102400,100,9914,273339490
102400,100,9901,270217702
102400,100,9899,270424340
102400,100,9901,272840575
102400,100,9911,272290846
102400,100,9905,271200001
102400,100,9908,276904397
102400,100,9925,270484994
102400,100,9895,271578321
204800,100,9969,544815592
204800,100,9962,548219860
204800,100,9965,545143457
204800,100,9974,548872708
204800,100,9968,547477411
204800,100,9959,542483648
204800,100,9956,542621926
204800,100,9964,541409187
204800,100,9955,541448091
204800,100,9971,541027394
204800,100,9964,541100337
204800,100,9963,542057497
204800,100,9958,543424471
204800,100,9960,542419440
204800,100,9961,546145246
204800,100,9959,547429547
204800,100,9950,546009572
204800,100,9967,544379822
204800,100,9957,541906337
204800,100,9957,539752332
409600,100,10000,1096598060
409600,100,10000,1087450938
409600,100,10000,1090342233
409600,100,10000,1087539058
409600,100,10000,1082624752
409600,100,10000,1100926565
409600,100,10000,1150458240
409600,100,10000,1095945790
409600,100,10000,1100910135
409600,100,10000,1100395825
409600,100,10000,1090300472
409600,100,10000,1084883170
409600,100,10000,1086150184
409600,100,10000,1090660970
409600,100,10000,1090822318
409600,100,10000,1084898930
409600,100,10000,1109326839
409600,100,10000,1103783547
409600,100,10000,1100988663
409600,100,10000,1091074856
819200,100,10000,2195309682
819200,100,10000,2173731080
819200,100,10000,2173426142
819200,100,10000,2203186609
819200,100,10000,2169694089
819200,100,10000,2164154500
819200,100,10000,2167346264
819200,100,10000,2172485336
819200,100,10000,2166386669
819200,100,10000,2172612800
819200,100,10000,2169665753
819200,100,10000,2168288480
819200,100,10000,2193756574
819200,100,10000,2168319936
819200,100,10000,2182018671
819200,100,10000,2176614631
819200,100,10000,2232590278
819200,100,10000,2189014085
819200,100,10000,2176009410
819200,100,10000,2168824309
1638400,100,10000,4344754233
1638400,100,10000,4338529806
1638400,100,10000,4343150070
1638400,100,10000,4337973571
1638400,100,10000,4368781872
1638400,100,10000,4329219270
1638400,100,10000,4337645648
1638400,100,10000,4384478779
1638400,100,10000,4329975062
1638400,100,10000,4449384255
1638400,100,10000,4329536276
1638400,100,10000,4329529027
1638400,100,10000,4349273304
1638400,100,10000,4339767329
1638400,100,10000,4340733330
1638400,100,10000,4334646555
1638400,100,10000,4331689526
1638400,100,10000,4429193312
1638400,100,10000,4344238812
1638400,100,10000,4335530473
3276800,100,10000,8830187868
3276800,100,10000,8669897430
3276800,100,10000,8719131398
3276800,100,10000,8715095770
3276800,100,10000,8678822797
3276800,100,10000,8674430525
3276800,100,10000,8676467312
3276800,100,10000,8677562315
3276800,100,10000,8665472645
3276800,100,10000,8731326135
3276800,100,10000,8689487010
3276800,100,10000,8735813789
3276800,100,10000,9267061581
3276800,100,10000,9568417720
3276800,100,10000,8731636112
3276800,100,10000,8726606597
3276800,100,10000,8690214306
3276800,100,10000,8694212663
3276800,100,10000,8735103624
3276800,100,10000,9091538861
